filename,usage,bounding_box,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt,unknown,NF
fer0000021.png,Training,"(0, 0, 48, 48)",2,7,0,0,0,0,0,1,0,0
fer0000022.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000023.png,Training,"(0, 0, 48, 48)",4,2,4,0,0,0,0,0,0,0
fer0000024.png,Training,"(0, 0, 48, 48)",0,0,0,0,7,1,0,0,2,0
fer0000025.png,Training,"(0, 0, 48, 48)",1,7,0,0,0,2,0,0,0,0
fer0000026.png,Training,"(0, 0, 48, 48)",0,1,6,0,0,0,3,0,0,0
fer0000027.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,1,0,0,0,0
fer0000028.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000029.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0000030.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000031.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000032.png,Training,"(0, 0, 48, 48)",9,0,0,0,0,0,0,1,0,0
fer0000033.png,Training,"(0, 0, 48, 48)",8,0,0,0,0,0,0,1,1,0
fer0000034.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000035.png,Training,"(0, 0, 48, 48)",1,0,1,0,8,0,0,0,0,0
fer0000036.png,Training,"(0, 0, 48, 48)",1,8,1,0,0,0,0,0,0,0
fer0000037.png,Training,"(0, 0, 48, 48)",2,0,0,5,1,1,0,1,0,0
fer0000038.png,Training,"(0, 0, 48, 48)",3,7,0,0,0,0,0,0,0,0
fer0000039.png,Training,"(0, 0, 48, 48)",4,0,0,5,0,0,0,0,1,0
fer0000040.png,Training,"(0, 0, 48, 48)",0,0,0,0,8,0,0,0,2,0
fer0000041.png,Training,"(0, 0, 48, 48)",7,0,0,3,0,0,0,0,0,0
fer0000042.png,Training,"(0, 0, 48, 48)",1,0,6,0,0,0,1,0,2,0
fer0000043.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000044.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000045.png,Training,"(0, 0, 48, 48)",6,0,0,3,0,0,0,0,1,0
fer0000046.png,Training,"(0, 0, 48, 48)",2,0,0,8,0,0,0,0,0,0
fer0000047.png,Training,"(0, 0, 48, 48)",7,0,0,2,1,0,0,0,0,0
fer0000048.png,Training,"(0, 0, 48, 48)",1,0,3,1,0,0,5,0,0,0
fer0000049.png,Training,"(0, 0, 48, 48)",2,2,3,1,0,1,1,0,0,0
fer0000050.png,Training,"(0, 0, 48, 48)",9,1,0,0,0,0,0,0,0,0
fer0000051.png,Training,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0000052.png,Training,"(0, 0, 48, 48)",1,3,6,0,0,0,0,0,0,0
fer0000053.png,Training,"(0, 0, 48, 48)",6,0,0,0,1,0,1,1,1,0
fer0000054.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000055.png,Training,"(0, 0, 48, 48)",8,0,0,2,0,0,0,0,0,0
fer0000056.png,Training,"(0, 0, 48, 48)",8,0,2,0,0,0,0,0,0,0
fer0000057.png,Training,"(0, 0, 48, 48)",0,0,9,0,0,0,1,0,0,0
fer0000058.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000059.png,Training,"(0, 0, 48, 48)",0,0,0,9,0,0,0,0,1,0
fer0000060.png,Training,"(0, 0, 48, 48)",0,7,3,0,0,0,0,0,0,0
fer0000061.png,Training,"(0, 0, 48, 48)",9,1,0,0,0,0,0,0,0,0
fer0000062.png,Training,"(0, 0, 48, 48)",6,4,0,0,0,0,0,0,0,0
fer0000063.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000064.png,Training,"(0, 0, 48, 48)",1,0,1,0,7,0,0,0,1,0
fer0000065.png,Training,"(0, 0, 48, 48)",5,0,0,1,1,0,1,0,2,0
fer0000066.png,Training,"(0, 0, 48, 48)",4,0,0,6,0,0,0,0,0,0
fer0000067.png,Training,"(0, 0, 48, 48)",4,0,0,1,2,0,0,1,2,0
fer0000068.png,Training,"(0, 0, 48, 48)",3,0,1,5,0,0,0,0,1,0
fer0000069.png,Training,"(0, 0, 48, 48)",2,1,2,1,0,0,4,0,0,0
fer0000070.png,Training,"(0, 0, 48, 48)",1,4,0,0,4,0,0,0,1,0
fer0000071.png,Training,"(0, 0, 48, 48)",7,0,0,0,0,0,0,2,1,0
fer0000072.png,Training,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0000073.png,Training,"(0, 0, 48, 48)",6,0,0,2,1,1,0,0,0,0
fer0000074.png,Training,"(0, 0, 48, 48)",0,0,8,0,0,0,2,0,0,0
fer0000075.png,Training,"(0, 0, 48, 48)",6,0,0,0,3,0,0,0,1,0
fer0000076.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000077.png,Training,"(0, 0, 48, 48)",2,0,8,0,0,0,0,0,0,0
fer0000078.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000079.png,Training,"(0, 0, 48, 48)",5,0,1,0,0,0,0,0,4,0
fer0000080.png,Training,"(0, 0, 48, 48)",4,0,0,6,0,0,0,0,0,0
fer0000081.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000082.png,Training,"(0, 0, 48, 48)",3,0,0,5,0,0,0,0,2,0
fer0000083.png,Training,"(0, 0, 48, 48)",3,5,0,0,0,0,0,2,0,0
fer0000084.png,Training,"(0, 0, 48, 48)",0,2,6,0,0,0,0,0,2,0
fer0000085.png,Training,"(0, 0, 48, 48)",5,0,0,2,1,0,0,1,1,0
fer0000086.png,Training,"(0, 0, 48, 48)",4,5,0,0,1,0,0,0,0,0
fer0000087.png,Training,"(0, 0, 48, 48)",5,0,0,0,4,0,0,0,1,0
fer0000088.png,Training,"(0, 0, 48, 48)",4,0,0,4,0,0,1,0,1,0
fer0000089.png,Training,"(0, 0, 48, 48)",0,7,0,0,2,0,0,1,0,0
fer0000090.png,Training,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0000091.png,Training,"(0, 0, 48, 48)",6,0,0,2,0,0,2,0,0,0
fer0000092.png,Training,"(0, 0, 48, 48)",0,0,2,0,0,0,8,0,0,0
fer0000093.png,Training,"(0, 0, 48, 48)",0,8,1,0,0,0,0,0,1,0
fer0000094.png,Training,"(0, 0, 48, 48)",8,0,0,2,0,0,0,0,0,0
fer0000095.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000096.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000097.png,Training,"(0, 0, 48, 48)",5,0,5,0,0,0,0,0,0,0
fer0000098.png,Training,"(0, 0, 48, 48)",7,1,0,1,0,0,0,0,1,0
fer0000099.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,1,0,0,0,0
fer0000100.png,Training,"(0, 0, 48, 48)",7,0,1,1,1,0,0,0,0,0
fer0000101.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000102.png,Training,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0000103.png,Training,"(0, 0, 48, 48)",0,0,4,0,6,0,0,0,0,0
fer0000104.png,Training,"(0, 0, 48, 48)",1,0,8,0,0,0,1,0,0,0
fer0000105.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000106.png,Training,"(0, 0, 48, 48)",0,1,0,9,0,0,0,0,0,0
fer0000107.png,Training,"(0, 0, 48, 48)",2,7,1,0,0,0,0,0,0,0
fer0000108.png,Training,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0000109.png,Training,"(0, 0, 48, 48)",4,0,0,1,4,0,0,1,0,0
fer0000110.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000111.png,Training,"(0, 0, 48, 48)",2,0,0,8,0,0,0,0,0,0
fer0000112.png,Training,"(0, 0, 48, 48)",7,0,0,0,1,0,0,0,2,0
fer0000113.png,Training,"(0, 0, 48, 48)",2,0,0,0,6,2,0,0,0,0
fer0000114.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000115.png,Training,"(0, 0, 48, 48)",6,4,0,0,0,0,0,0,0,0
fer0000116.png,Training,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0000117.png,Training,"(0, 0, 48, 48)",3,0,0,7,0,0,0,0,0,0
fer0000118.png,Training,"(0, 0, 48, 48)",6,2,1,0,0,0,0,0,1,0
fer0000119.png,Training,"(0, 0, 48, 48)",4,0,0,2,2,0,0,0,2,0
fer0000120.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000121.png,Training,"(0, 0, 48, 48)",1,8,0,0,0,0,0,0,1,0
fer0000122.png,Training,"(0, 0, 48, 48)",4,0,0,2,0,1,0,1,2,0
fer0000123.png,Training,"(0, 0, 48, 48)",6,0,0,2,0,0,0,2,0,0
fer0000124.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000125.png,Training,"(0, 0, 48, 48)",5,0,0,4,0,0,0,0,1,0
fer0000126.png,Training,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0000127.png,Training,"(0, 0, 48, 48)",4,0,0,6,0,0,0,0,0,0
fer0000128.png,Training,"(0, 0, 48, 48)",1,0,2,1,0,0,5,1,0,0
fer0000129.png,Training,"(0, 0, 48, 48)",4,6,0,0,0,0,0,0,0,0
fer0000130.png,Training,"(0, 0, 48, 48)",5,0,0,0,1,0,0,4,0,0
fer0000131.png,Training,"(0, 0, 48, 48)",8,0,0,2,0,0,0,0,0,0
fer0000132.png,Training,"(0, 0, 48, 48)",8,0,0,0,0,0,0,1,1,0
fer0000133.png,Training,"(0, 0, 48, 48)",1,0,2,0,7,0,0,0,0,0
fer0000134.png,Training,"(0, 0, 48, 48)",5,1,0,3,0,0,0,0,1,0
fer0000135.png,Training,"(0, 0, 48, 48)",1,6,3,0,0,0,0,0,0,0
fer0000136.png,Training,"(0, 0, 48, 48)",4,0,0,4,0,0,0,1,1,0
fer0000137.png,Training,"(0, 0, 48, 48)",7,3,0,0,0,0,0,0,0,0
fer0000138.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000139.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0000140.png,Training,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0000141.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000142.png,Training,"(0, 0, 48, 48)",4,2,1,0,0,0,0,1,2,0
fer0000143.png,Training,"(0, 0, 48, 48)",0,0,1,0,7,0,0,0,2,0
fer0000144.png,Training,"(0, 0, 48, 48)",5,0,0,4,0,1,0,0,0,0
fer0000145.png,Training,"(0, 0, 48, 48)",0,0,9,0,0,0,1,0,0,0
fer0000146.png,Training,"(0, 0, 48, 48)",0,1,2,3,2,0,2,0,0,0
fer0000147.png,Training,"(0, 0, 48, 48)",3,0,0,1,5,1,0,0,0,0
fer0000148.png,Training,"(0, 0, 48, 48)",6,3,0,0,0,0,0,1,0,0
fer0000149.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000150.png,Training,"(0, 0, 48, 48)",6,0,0,2,1,1,0,0,0,0
fer0000151.png,Training,"(0, 0, 48, 48)",0,0,8,0,1,0,1,0,0,0
fer0000152.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,0,0,1,0,0
fer0000153.png,Training,"(0, 0, 48, 48)",2,0,0,1,3,2,0,0,2,0
fer0000154.png,Training,"(0, 0, 48, 48)",7,0,0,2,1,0,0,0,0,0
fer0000155.png,Training,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0000156.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000157.png,Training,"(0, 0, 48, 48)",6,0,0,1,2,1,0,0,0,0
fer0000158.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000159.png,Training,"(0, 0, 48, 48)",3,3,0,2,0,0,0,0,2,0
fer0000160.png,Training,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0000161.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000162.png,Training,"(0, 0, 48, 48)",8,0,0,2,0,0,0,0,0,0
fer0000163.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000164.png,Training,"(0, 0, 48, 48)",7,1,0,2,0,0,0,0,0,0
fer0000165.png,Training,"(0, 0, 48, 48)",8,0,0,0,1,0,0,0,1,0
fer0000166.png,Training,"(0, 0, 48, 48)",4,0,0,6,0,0,0,0,0,0
fer0000167.png,Training,"(0, 0, 48, 48)",7,0,0,0,2,0,0,1,0,0
fer0000168.png,Training,"(0, 0, 48, 48)",5,0,0,5,0,0,0,0,0,0
fer0000169.png,Training,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0000170.png,Training,"(0, 0, 48, 48)",0,2,8,0,0,0,0,0,0,0
fer0000171.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000172.png,Training,"(0, 0, 48, 48)",5,2,0,1,0,0,0,1,1,0
fer0000173.png,Training,"(0, 0, 48, 48)",0,0,7,1,0,0,2,0,0,0
fer0000174.png,Training,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0000175.png,Training,"(0, 0, 48, 48)",0,7,0,0,0,0,0,2,1,0
fer0000176.png,Training,"(0, 0, 48, 48)",1,0,8,0,0,0,1,0,0,0
fer0000177.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000178.png,Training,"(0, 0, 48, 48)",7,0,0,1,0,0,0,1,1,0
fer0000179.png,Training,"(0, 0, 48, 48)",0,0,3,0,3,0,3,0,1,0
fer0000180.png,Training,"(0, 0, 48, 48)",6,0,0,1,2,0,0,1,0,0
fer0000181.png,Training,"(0, 0, 48, 48)",1,1,0,3,4,0,0,0,1,0
fer0000182.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000183.png,Training,"(0, 0, 48, 48)",7,0,1,0,0,0,0,1,1,0
fer0000184.png,Training,"(0, 0, 48, 48)",4,0,0,2,2,0,0,0,2,0
fer0000185.png,Training,"(0, 0, 48, 48)",0,0,1,1,0,0,6,0,2,0
fer0000186.png,Training,"(0, 0, 48, 48)",0,0,8,0,0,0,2,0,0,0
fer0000187.png,Training,"(0, 0, 48, 48)",0,3,6,0,0,0,0,0,1,0
fer0000188.png,Training,"(0, 0, 48, 48)",0,0,8,0,0,0,2,0,0,0
fer0000189.png,Training,"(0, 0, 48, 48)",1,3,6,0,0,0,0,0,0,0
fer0000190.png,Training,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0000191.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000192.png,Training,"(0, 0, 48, 48)",3,0,2,1,1,0,0,0,3,0
fer0000193.png,Training,"(0, 0, 48, 48)",9,0,0,0,1,0,0,0,0,0
fer0000194.png,Training,"(0, 0, 48, 48)",1,0,7,0,0,0,2,0,0,0
fer0000195.png,Training,"(0, 0, 48, 48)",3,0,0,6,0,0,0,0,1,0
fer0000196.png,Training,"(0, 0, 48, 48)",2,0,0,6,0,0,0,1,1,0
fer0000197.png,Training,"(0, 0, 48, 48)",2,0,0,4,3,0,0,1,0,0
fer0000198.png,Training,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0000199.png,Training,"(0, 0, 48, 48)",2,0,0,7,1,0,0,0,0,0
fer0000200.png,Training,"(0, 0, 48, 48)",0,0,8,0,0,0,2,0,0,0
fer0000201.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000202.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000203.png,Training,"(0, 0, 48, 48)",0,0,7,0,0,0,3,0,0,0
fer0000204.png,Training,"(0, 0, 48, 48)",4,0,3,0,1,0,1,0,1,0
fer0000205.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000206.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000207.png,Training,"(0, 0, 48, 48)",3,0,0,5,1,0,0,0,1,0
fer0000208.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000209.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000210.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000211.png,Training,"(0, 0, 48, 48)",0,6,1,2,0,0,0,1,0,0
fer0000212.png,Training,"(0, 0, 48, 48)",6,3,0,0,0,0,0,1,0,0
fer0000213.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000214.png,Training,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0000215.png,Training,"(0, 0, 48, 48)",3,3,0,0,0,0,0,4,0,0
fer0000216.png,Training,"(0, 0, 48, 48)",8,0,0,0,1,0,0,1,0,0
fer0000217.png,Training,"(0, 0, 48, 48)",8,0,1,0,0,0,0,0,1,0
fer0000218.png,Training,"(0, 0, 48, 48)",5,4,0,0,0,0,0,0,1,0
fer0000219.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000220.png,Training,"(0, 0, 48, 48)",4,0,0,0,6,0,0,0,0,0
fer0000221.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000222.png,Training,"(0, 0, 48, 48)",4,1,5,0,0,0,0,0,0,0
fer0000223.png,Training,"(0, 0, 48, 48)",9,0,1,0,0,0,0,0,0,0
fer0000224.png,Training,"(0, 0, 48, 48)",0,2,0,3,2,2,0,0,1,0
fer0000225.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000226.png,Training,"(0, 0, 48, 48)",2,0,0,7,1,0,0,0,0,0
fer0000227.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,1,0,0,0,0
fer0000228.png,Training,"(0, 0, 48, 48)",1,0,0,0,9,0,0,0,0,0
fer0000229.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000230.png,Training,"(0, 0, 48, 48)",8,0,0,1,1,0,0,0,0,0
fer0000231.png,Training,"(0, 0, 48, 48)",7,0,0,1,2,0,0,0,0,0
fer0000232.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000233.png,Training,"(0, 0, 48, 48)",2,1,0,7,0,0,0,0,0,0
fer0000234.png,Training,"(0, 0, 48, 48)",6,0,1,3,0,0,0,0,0,0
fer0000235.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000236.png,Training,"(0, 0, 48, 48)",1,0,0,9,0,0,0,0,0,0
fer0000237.png,Training,"(0, 0, 48, 48)",0,0,1,0,9,0,0,0,0,0
fer0000238.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000239.png,Training,"(0, 0, 48, 48)",3,0,4,0,0,0,2,0,1,0
fer0000240.png,Training,"(0, 0, 48, 48)",4,0,1,0,5,0,0,0,0,0
fer0000241.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000242.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000243.png,Training,"(0, 0, 48, 48)",3,0,0,0,6,0,0,1,0,0
fer0000244.png,Training,"(0, 0, 48, 48)",6,0,1,2,0,0,0,1,0,0
fer0000245.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000246.png,Training,"(0, 0, 48, 48)",2,0,5,0,1,1,0,0,1,0
fer0000247.png,Training,"(0, 0, 48, 48)",2,0,7,1,0,0,0,0,0,0
fer0000248.png,Training,"(0, 0, 48, 48)",0,9,0,0,1,0,0,0,0,0
fer0000249.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000250.png,Training,"(0, 0, 48, 48)",0,3,2,0,4,0,1,0,0,0
fer0000251.png,Training,"(0, 0, 48, 48)",1,3,6,0,0,0,0,0,0,0
fer0000252.png,Training,"(0, 0, 48, 48)",0,1,9,0,0,0,0,0,0,0
fer0000253.png,Training,"(0, 0, 48, 48)",2,1,0,2,3,0,0,0,2,0
fer0000254.png,Training,"(0, 0, 48, 48)",0,3,4,0,2,0,0,0,1,0
fer0000255.png,Training,"(0, 0, 48, 48)",0,0,6,0,0,0,4,0,0,0
fer0000256.png,Training,"(0, 0, 48, 48)",8,1,0,0,1,0,0,0,0,0
fer0000257.png,Training,"(0, 0, 48, 48)",9,0,0,0,0,0,0,1,0,0
fer0000258.png,Training,"(0, 0, 48, 48)",5,0,0,1,2,0,0,1,1,0
fer0000259.png,Training,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0000260.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000261.png,Training,"(0, 0, 48, 48)",6,0,0,2,1,0,0,1,0,0
fer0000262.png,Training,"(0, 0, 48, 48)",0,2,0,4,4,0,0,0,0,0
fer0000263.png,Training,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0000264.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000265.png,Training,"(0, 0, 48, 48)",0,1,0,2,4,0,2,0,1,0
fer0000266.png,Training,"(0, 0, 48, 48)",8,0,0,1,0,0,0,1,0,0
fer0000267.png,Training,"(0, 0, 48, 48)",8,1,0,1,0,0,0,0,0,0
fer0000268.png,Training,"(0, 0, 48, 48)",6,0,0,3,0,0,0,1,0,0
fer0000269.png,Training,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0000270.png,Training,"(0, 0, 48, 48)",0,0,0,1,9,0,0,0,0,0
fer0000271.png,Training,"(0, 0, 48, 48)",3,0,5,1,0,0,1,0,0,0
fer0000272.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000273.png,Training,"(0, 0, 48, 48)",7,0,0,2,0,0,0,1,0,0
fer0000274.png,Training,"(0, 0, 48, 48)",1,0,8,0,0,0,1,0,0,0
fer0000275.png,Training,"(0, 0, 48, 48)",6,0,0,0,0,0,0,1,3,0
fer0000276.png,Training,"(0, 0, 48, 48)",7,0,0,1,2,0,0,0,0,0
fer0000277.png,Training,"(0, 0, 48, 48)",0,7,2,0,0,1,0,0,0,0
fer0000278.png,Training,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0000279.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000280.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000281.png,Training,"(0, 0, 48, 48)",5,1,2,2,0,0,0,0,0,0
fer0000282.png,Training,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0000283.png,Training,"(0, 0, 48, 48)",8,0,0,0,0,0,1,0,1,0
fer0000284.png,Training,"(0, 0, 48, 48)",5,0,0,0,4,0,0,0,1,0
fer0000285.png,Training,"(0, 0, 48, 48)",8,2,0,0,0,0,0,0,0,0
fer0000286.png,Training,"(0, 0, 48, 48)",0,9,0,0,0,1,0,0,0,0
fer0000287.png,Training,"(0, 0, 48, 48)",1,0,3,2,1,0,1,0,2,0
fer0000288.png,Training,"(0, 0, 48, 48)",5,0,0,5,0,0,0,0,0,0
fer0000289.png,Training,"(0, 0, 48, 48)",2,3,0,0,4,1,0,0,0,0
fer0000290.png,Training,"(0, 0, 48, 48)",3,0,0,0,4,0,0,3,0,0
fer0000291.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000292.png,Training,"(0, 0, 48, 48)",0,1,0,6,2,0,0,0,1,0
fer0000293.png,Training,"(0, 0, 48, 48)",8,0,0,1,1,0,0,0,0,0
fer0000294.png,Training,"(0, 0, 48, 48)",1,0,0,1,2,3,1,1,1,0
fer0000295.png,Training,"(0, 0, 48, 48)",0,0,1,0,0,0,9,0,0,0
fer0000296.png,Training,"(0, 0, 48, 48)",5,0,0,1,3,0,0,0,1,0
fer0000297.png,Training,"(0, 0, 48, 48)",1,0,8,0,0,0,1,0,0,0
fer0000298.png,Training,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0000299.png,Training,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0000300.png,Training,"(0, 0, 48, 48)",3,0,0,6,0,0,0,0,1,0
fer0000301.png,Training,"(0, 0, 48, 48)",3,1,0,4,0,0,0,2,0,0
fer0000302.png,Training,"(0, 0, 48, 48)",0,1,2,0,6,0,1,0,0,0
fer0000303.png,Training,"(0, 0, 48, 48)",4,0,0,3,0,0,0,0,3,0
fer0000304.png,Training,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0000305.png,Training,"(0, 0, 48, 48)",4,0,0,4,0,0,0,0,2,0
fer0000306.png,Training,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0000307.png,Training,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
